time,source,destination,source_computer,destination_computer,authentication_type,logon_type,authentication_orientation,status
3,C741$@DOM1,SYSTEM@C741,C741,C741,Negotiate,Service,LogOn,Success
3,C748$@DOM1,SYSTEM@C748,C748,C748,Negotiate,Service,LogOn,Success
3,C749$@DOM1,SYSTEM@C749,C749,C749,Negotiate,Service,LogOn,Success
3,C75$@DOM1,SYSTEM@C75,C75,C75,Negotiate,Service,LogOn,Success
3,C756$@DOM1,SYSTEM@C756,C756,C756,Negotiate,Service,LogOn,Success
3,C760$@DOM1,SYSTEM@C760,C760,C760,Negotiate,Service,LogOn,Success
3,C761$@DOM1,SYSTEM@C761,C761,C761,Negotiate,Service,LogOn,Success
3,C762$@DOM1,SYSTEM@C762,C762,C762,Negotiate,Service,LogOn,Success
3,C766$@DOM1,SYSTEM@C766,C766,C766,Negotiate,Service,LogOn,Success
3,C767$@DOM1,SYSTEM@C767,C767,C767,Negotiate,Service,LogOn,Success
3,C770$@DOM1,SYSTEM@C770,C770,C770,Negotiate,Service,LogOn,Success
3,C772$@DOM1,SYSTEM@C772,C772,C772,Negotiate,Service,LogOn,Success
3,C773$@DOM1,SYSTEM@C773,C773,C773,Negotiate,Service,LogOn,Success
3,C774$@DOM1,SYSTEM@C774,C774,C774,Negotiate,Service,LogOn,Success
3,C777$@DOM1,SYSTEM@C777,C777,C777,Negotiate,Service,LogOn,Success
3,C78$@DOM1,C78$@DOM1,C529,C529,?,Network,LogOff,Success
3,C782$@DOM1,SYSTEM@C782,C782,C782,Negotiate,Service,LogOn,Success
3,C785$@DOM1,SYSTEM@C785,C785,C785,Negotiate,Service,LogOn,Success
3,C786$@DOM1,SYSTEM@C786,C786,C786,Negotiate,Service,LogOn,Success
3,C787$@DOM1,SYSTEM@C787,C787,C787,Negotiate,Service,LogOn,Success
3,C789$@DOM1,SYSTEM@C789,C789,C789,Negotiate,Service,LogOn,Success
3,C796$@DOM1,SYSTEM@C796,C796,C796,Negotiate,Service,LogOn,Success
3,C803$@DOM1,SYSTEM@C803,C803,C803,Negotiate,Service,LogOn,Success
3,C804$@DOM1,SYSTEM@C804,C804,C804,Negotiate,Service,LogOn,Success
3,C81$@DOM1,SYSTEM@C81,C81,C81,Negotiate,Service,LogOn,Success
3,C811$@DOM1,SYSTEM@C811,C811,C811,Negotiate,Service,LogOn,Success
3,C812$@DOM1,SYSTEM@C812,C812,C812,Negotiate,Service,LogOn,Success
3,C813$@DOM1,SYSTEM@C813,C813,C813,Negotiate,Service,LogOn,Success
3,C820$@DOM1,SYSTEM@C820,C820,C820,Negotiate,Service,LogOn,Success
3,C823$@DOM1,SYSTEM@C823,C823,C823,Negotiate,Service,LogOn,Success
3,C826$@DOM1,SYSTEM@C826,C826,C826,Negotiate,Service,LogOn,Success
3,C839$@DOM1,SYSTEM@C839,C839,C839,Negotiate,Service,LogOn,Success
3,C84$@DOM1,SYSTEM@C84,C84,C84,Negotiate,Service,LogOn,Success
3,C842$@DOM1,SYSTEM@C842,C842,C842,Negotiate,Service,LogOn,Success
3,C843$@DOM1,SYSTEM@C843,C843,C843,Negotiate,Service,LogOn,Success
3,C846$@DOM1,SYSTEM@C846,C846,C846,Negotiate,Service,LogOn,Success
3,C848$@DOM1,SYSTEM@C848,C848,C848,Negotiate,Service,LogOn,Success
3,C85$@DOM1,SYSTEM@C85,C85,C85,Negotiate,Service,LogOn,Success
3,C851$@DOM1,SYSTEM@C851,C851,C851,Negotiate,Service,LogOn,Success
3,C853$@DOM1,SYSTEM@C853,C853,C853,Negotiate,Service,LogOn,Success
3,C856$@DOM1,SYSTEM@C856,C856,C856,Negotiate,Service,LogOn,Success
3,C857$@DOM1,SYSTEM@C857,C857,C857,Negotiate,Service,LogOn,Success
3,C858$@DOM1,SYSTEM@C858,C858,C858,Negotiate,Service,LogOn,Success
3,C86$@DOM1,SYSTEM@C86,C86,C86,Negotiate,Service,LogOn,Success
3,C863$@DOM1,SYSTEM@C863,C863,C863,Negotiate,Service,LogOn,Success
3,C867$@DOM1,SYSTEM@C867,C867,C867,Negotiate,Service,LogOn,Success
3,C868$@DOM1,SYSTEM@C868,C868,C868,Negotiate,Service,LogOn,Success
3,C869$@DOM1,SYSTEM@C869,C869,C869,Negotiate,Service,LogOn,Success
3,C87$@DOM1,SYSTEM@C87,C87,C87,Negotiate,Service,LogOn,Success
3,C871$@DOM1,SYSTEM@C871,C871,C871,Negotiate,Service,LogOn,Success
3,C873$@DOM1,SYSTEM@C873,C873,C873,Negotiate,Service,LogOn,Success
3,C879$@DOM1,SYSTEM@C879,C879,C879,Negotiate,Service,LogOn,Success
3,C880$@DOM1,SYSTEM@C880,C880,C880,Negotiate,Service,LogOn,Success
3,C884$@DOM1,SYSTEM@C884,C884,C884,Negotiate,Service,LogOn,Success
3,C886$@DOM1,SYSTEM@C886,C886,C886,Negotiate,Service,LogOn,Success
3,C895$@DOM1,SYSTEM@C895,C895,C895,Negotiate,Service,LogOn,Success
3,C9$@DOM1,SYSTEM@C9,C9,C9,Negotiate,Service,LogOn,Success
3,C90$@DOM1,SYSTEM@C90,C90,C90,Negotiate,Service,LogOn,Success
3,C900$@DOM1,SYSTEM@C900,C900,C900,Negotiate,Service,LogOn,Success
3,C901$@DOM1,SYSTEM@C901,C901,C901,Negotiate,Service,LogOn,Success
3,C908$@DOM1,SYSTEM@C908,C908,C908,Negotiate,Service,LogOn,Success
3,C909$@DOM1,SYSTEM@C909,C909,C909,Negotiate,Service,LogOn,Success
3,C91$@DOM1,SYSTEM@C91,C91,C91,Negotiate,Service,LogOn,Success
3,C910$@DOM1,SYSTEM@C910,C910,C910,Negotiate,Service,LogOn,Success
3,C911$@DOM1,SYSTEM@C911,C911,C911,Negotiate,Service,LogOn,Success
3,C915$@DOM1,SYSTEM@C915,C915,C915,Negotiate,Service,LogOn,Success
3,C916$@DOM1,SYSTEM@C916,C916,C916,Negotiate,Service,LogOn,Success
3,C931$@DOM1,SYSTEM@C931,C931,C931,Negotiate,Service,LogOn,Success
3,C933$@DOM1,SYSTEM@C933,C933,C933,Negotiate,Service,LogOn,Success
3,C934$@DOM1,SYSTEM@C934,C934,C934,Negotiate,Service,LogOn,Success
3,C935$@DOM1,SYSTEM@C935,C935,C935,Negotiate,Service,LogOn,Success
3,C938$@DOM1,SYSTEM@C938,C938,C938,Negotiate,Service,LogOn,Success
3,C940$@DOM1,SYSTEM@C940,C940,C940,Negotiate,Service,LogOn,Success
3,C942$@DOM1,SYSTEM@C942,C942,C942,Negotiate,Service,LogOn,Success
3,C952$@DOM1,SYSTEM@C952,C952,C952,Negotiate,Service,LogOn,Success
3,C953$@DOM1,SYSTEM@C953,C953,C953,Negotiate,Service,LogOn,Success
3,C954$@DOM1,SYSTEM@C954,C954,C954,Negotiate,Service,LogOn,Success
3,C955$@DOM1,SYSTEM@C955,C955,C955,Negotiate,Service,LogOn,Success
3,C957$@DOM1,SYSTEM@C957,C957,C957,Negotiate,Service,LogOn,Success
3,C958$@DOM1,SYSTEM@C958,C958,C958,Negotiate,Service,LogOn,Success
3,C959$@DOM1,SYSTEM@C959,C959,C959,Negotiate,Service,LogOn,Success
3,C963$@DOM1,SYSTEM@C963,C963,C963,Negotiate,Service,LogOn,Success
3,C971$@DOM1,SYSTEM@C971,C971,C971,Negotiate,Service,LogOn,Success
3,C978$@DOM1,SYSTEM@C978,C978,C978,Negotiate,Service,LogOn,Success
3,C979$@DOM1,SYSTEM@C979,C979,C979,Negotiate,Service,LogOn,Success
3,C980$@DOM1,SYSTEM@C980,C980,C980,Negotiate,Service,LogOn,Success
3,C983$@DOM1,SYSTEM@C983,C983,C983,Negotiate,Service,LogOn,Success
3,C984$@DOM1,SYSTEM@C984,C984,C984,Negotiate,Service,LogOn,Success
3,C985$@DOM1,SYSTEM@C985,C985,C985,Negotiate,Service,LogOn,Success
3,C991$@DOM1,SYSTEM@C991,C991,C991,Negotiate,Service,LogOn,Success
3,C993$@DOM1,SYSTEM@C993,C993,C993,Negotiate,Service,LogOn,Success
3,C995$@DOM1,SYSTEM@C995,C995,C995,Negotiate,Service,LogOn,Success
3,C996$@DOM1,SYSTEM@C996,C996,C996,Negotiate,Service,LogOn,Success
3,C999$@DOM1,SYSTEM@C999,C999,C999,Negotiate,Service,LogOn,Success
3,U10023@C14736,U10023@C14736,C4622,C4622,Negotiate,Batch,LogOn,Fail
3,U102@DOM1,U102@DOM1,C1868,C549,NTLM,Network,LogOn,Success
3,U10@DOM1,U10@DOM1,C229,C229,?,Network,LogOff,Success
3,U10@DOM1,U10@DOM1,C229,C229,Kerberos,Network,LogOn,Success
3,U10@DOM1,U10@DOM1,C62,C625,Kerberos,Network,LogOn,Success
3,U10@DOM1,U54@DOM1,C62,C62,Kerberos,Network,LogOn,Success
3,U12@DOM1,U12@DOM1,C366,U12,?,?,TGS,Success
3,U161@DOM1,C586$@DOM1,C586,C586,?,?,AuthMap,Success
3,U16@DOM1,U16@DOM1,C490,C586,Kerberos,Network,LogOn,Success
3,U1734@DOM1,U1734@DOM1,C2650,C2855,Kerberos,Network,LogOn,Success
3,U1@DOM1,U1@DOM1,C1,C1,?,Network,LogOff,Success
3,U1@DOM1,U1@DOM1,C1191,C1191,?,Network,LogOff,Success
3,U1@DOM1,U1@DOM1,C456,C456,?,Network,LogOff,Success
3,U1@DOM1,U1@DOM1,C626,C528,Kerberos,Network,LogOn,Success
3,U1@DOM1,U3@DOM1,C1,C1,?,?,AuthMap,Success
3,U1@DOM1,U3@DOM1,C1191,C1191,?,?,AuthMap,Success
3,U1@DOM1,U3@DOM1,C456,C456,?,?,AuthMap,Success
3,U207@DOM1,U207@DOM1,C1898,C467,?,?,TGS,Success
3,U207@DOM1,U207@DOM1,C1898,C528,Kerberos,Network,LogOn,Success
3,U207@DOM1,U207@DOM1,C1898,C529,Kerberos,Network,LogOn,Success
3,U207@DOM1,U207@DOM1,C1898,C586,Kerberos,Network,LogOn,Success
3,U207@DOM1,U207@DOM1,C467,C467,?,Network,LogOff,Success
3,U207@DOM1,U207@DOM1,C528,C528,?,Network,LogOff,Success
3,U207@DOM1,U207@DOM1,C586,C586,?,Network,LogOff,Success
3,U20@DOM1,U20@DOM1,C1066,TGT,?,?,TGS,Success
3,U20@DOM1,U20@DOM1,C1066,U20,?,?,TGS,Success
3,U20@DOM1,U20@DOM1,C1581,U20,?,?,TGS,Success
3,U20@DOM1,U20@DOM1,C1741,U20,?,?,TGS,Success
3,U20@DOM1,U20@DOM1,C540,U20,?,?,TGS,Success
3,U22@DOM1,U22@DOM1,C452,C457,Kerberos,Network,LogOn,Success
3,U22@DOM1,U22@DOM1,C457,C457,?,Network,LogOff,Success
3,U22@DOM1,U22@DOM1,C477,U22,?,?,TGS,Fail
3,U22@DOM1,U22@DOM1,C528,C528,?,Network,LogOff,Success
3,U23@DOM1,U23@DOM1,C1971,C1971,?,Network,LogOff,Success
3,U23@DOM1,U23@DOM1,C583,C583,?,Network,LogOff,Success
3,U23@DOM1,U24@DOM1,C1971,C1971,?,?,AuthMap,Success
3,U24@DOM1,U23@DOM1,C1971,C1971,Kerberos,Network,LogOn,Success
3,U24@DOM1,U24@DOM1,C1971,C1971,?,Network,LogOff,Success
3,U24@DOM1,U24@DOM1,C1971,C1971,Kerberos,Network,LogOn,Success
3,U292@DOM1,U292@DOM1,C1619,C1619,?,?,TGT,Success
3,U292@DOM1,U292@DOM1,C1619,C599,?,?,TGS,Success
3,U292@DOM1,U292@DOM1,C1795,C1794,?,?,TGS,Success
3,U292@DOM1,U292@DOM1,C1795,C1795,?,?,TGT,Success
3,U2@DOM1,U2@DOM1,C7,C7,NTLM,Network,LogOn,Success
3,U31@DOM1,U31@DOM1,C528,C528,?,Network,LogOff,Success
3,U31@DOM1,U31@DOM1,C663,C457,?,?,TGS,Success
3,U31@DOM1,U31@DOM1,C663,C457,Kerberos,Network,LogOn,Success
3,U31@DOM1,U31@DOM1,C663,C528,Kerberos,Network,LogOn,Success
3,U31@DOM1,U31@DOM1,C663,TGT,?,?,TGS,Success
3,U34@DOM1,U34@DOM1,C921,C921,?,Network,LogOff,Success
3,U34@DOM1,U34@DOM1,C921,C921,Kerberos,Network,LogOn,Success
3,U35@DOM1,U35@DOM1,C926,C528,Kerberos,Network,LogOn,Success
3,U39@DOM1,U39@DOM1,C990,C990,?,Network,LogOff,Success
3,U3@DOM1,U1@DOM1,C1,C1,Kerberos,Network,LogOn,Success
3,U3@DOM1,U1@DOM1,C1191,C1191,Kerberos,Network,LogOn,Success
3,U3@DOM1,U1@DOM1,C456,C456,Kerberos,Network,LogOn,Success
3,U3@DOM1,U3@DOM1,C1,C1065,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C1,C586,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C1,U3,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C1065,C1065,?,Network,LogOff,Success
3,U3@DOM1,U3@DOM1,C1191,C586,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C1191,C586,Kerberos,Network,LogOn,Success
3,U3@DOM1,U3@DOM1,C1191,TGT,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C1191,U3,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C626,C1065,?,?,TGS,Success
3,U3@DOM1,U3@DOM1,C626,U3,?,?,TGS,Success
3,U3@DOM1,U48@DOM1,C1,C1,Kerberos,Network,LogOn,Success
3,U3@DOM1,U48@DOM1,C1191,C1191,Kerberos,Network,LogOn,Success
3,U415@DOM1,C1570$@DOM1,C1570,C1570,?,?,AuthMap,Success
3,U41@DOM1,U41@DOM1,C365,C1015,NTLM,Network,LogOn,Success
3,U42@DOM1,U42@DOM1,C1025,C1025,?,Network,LogOff,Success
3,U42@DOM1,U42@DOM1,C1025,C1025,Kerberos,Network,LogOn,Success
3,U42@DOM1,U42@DOM1,C561,C1025,?,?,TGS,Success
3,U42@DOM1,U42@DOM1,C561,C1025,Kerberos,Network,LogOn,Success
3,U48@DOM1,U3@DOM1,C1,C1,?,?,AuthMap,Success
3,U48@DOM1,U3@DOM1,C1191,C1191,?,?,AuthMap,Success
3,U48@DOM1,U48@DOM1,C1,C1,?,Network,LogOff,Success
3,U48@DOM1,U48@DOM1,C1191,C1191,?,Network,LogOff,Success
3,U4@DOM1,U4@DOM1,C229,C229,Kerberos,Network,LogOn,Success
3,U4@DOM1,U4@DOM1,C36,C625,Kerberos,Network,LogOn,Success
3,U4@DOM1,U4@DOM1,C36,U4,?,?,TGS,Success
3,U4@DOM1,U4@DOM1,C464,C467,Kerberos,Network,LogOn,Success
3,U4@DOM1,U4@DOM1,C464,C625,Kerberos,Network,LogOn,Success
3,U4@DOM1,U4@DOM1,C568,C457,?,?,TGS,Success
3,U4@DOM1,U4@DOM1,C657,C586,Kerberos,Network,LogOn,Success
3,U4@DOM1,U4@DOM1,C657,C625,?,?,TGS,Success
3,U4@DOM1,U4@DOM1,C657,C625,Kerberos,Network,LogOn,Success
3,U4@DOM1,U4@DOM1,C657,U4,?,?,TGS,Success
3,U4@DOM1,U5@DOM1,C464,C464,Kerberos,Network,LogOn,Success
3,U4@DOM1,U5@DOM1,C657,C657,Kerberos,Network,LogOn,Success
3,U52@DOM1,U52@DOM1,C868,C801,Kerberos,Network,LogOn,Success
3,U54@DOM1,U10@DOM1,C62,C62,?,?,AuthMap,Success
3,U54@DOM1,U54@DOM1,C62,C62,?,Network,LogOff,Success
3,U5@DOM1,U4@DOM1,C464,C464,?,?,AuthMap,Success
3,U5@DOM1,U4@DOM1,C657,C657,?,?,AuthMap,Success
3,U5@DOM1,U5@DOM1,C464,C464,?,Network,LogOff,Success
3,U5@DOM1,U5@DOM1,C657,C657,?,Network,LogOff,Success
3,U6@DOM1,U6@DOM1,C423,C457,Kerberos,Network,LogOn,Success
3,U6@DOM1,U6@DOM1,C423,C528,?,?,TGS,Success
3,U6@DOM1,U6@DOM1,C423,C528,Kerberos,Network,LogOn,Success
3,U6@DOM1,U6@DOM1,C423,U6,?,?,TGS,Success
3,U6@DOM1,U6@DOM1,C449,C528,?,?,TGS,Success
3,U6@DOM1,U6@DOM1,C449,C528,Kerberos,Network,LogOn,Success
3,U6@DOM1,U6@DOM1,C449,U6,?,?,TGS,Success
3,U6@DOM1,U6@DOM1,C606,U6,?,?,TGS,Success
3,U6@DOM1,U6@DOM1,C61,C61,?,Network,LogOff,Success
3,U6@DOM1,U6@DOM1,C61,C61,Kerberos,Network,LogOn,Success
3,U6@DOM1,U6@DOM1,C92,C528,Kerberos,Network,LogOn,Success
3,U6@DOM1,U6@DOM1,C92,U6,?,?,TGS,Success
3,U6@DOM1,U7@DOM1,C1183,C1183,Kerberos,Network,LogOn,Success
3,U6@DOM1,U7@DOM1,C423,C423,Kerberos,Network,LogOn,Success
3,U6@DOM1,U7@DOM1,C449,C449,Kerberos,Network,LogOn,Success
3,U7@DOM1,U6@DOM1,C1183,C1183,?,?,AuthMap,Success
3,U7@DOM1,U6@DOM1,C423,C423,?,?,AuthMap,Success
3,U7@DOM1,U6@DOM1,C449,C449,?,?,AuthMap,Success
3,U7@DOM1,U7@DOM1,C1183,C1183,?,Network,LogOff,Success
3,U7@DOM1,U7@DOM1,C423,C423,?,Network,LogOff,Success
3,U7@DOM1,U7@DOM1,C449,C449,?,Network,LogOff,Success
3,U7@DOM1,U7@DOM1,C921,C921,?,Network,LogOff,Success
3,U7@DOM1,U7@DOM1,C921,C921,Kerberos,Network,LogOn,Success
3,U898@DOM1,U898@DOM1,C2944,C2944,?,Network,LogOff,Success
3,U898@DOM1,U898@DOM1,C2944,C2944,NTLM,Network,LogOn,Success
3,U94@DOM1,U94@DOM1,C7,C7,?,Network,LogOff,Success
3,U94@DOM1,U94@DOM1,C7,C7,NTLM,Network,LogOn,Success
4,ANONYMOUS LOGON@C457,ANONYMOUS LOGON@C457,C4622,C457,NTLM,Network,LogOn,Success
4,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C213,C586,NTLM,Network,LogOn,Success
4,C100$@DOM1,SYSTEM@C100,C100,C100,Negotiate,Service,LogOn,Success
4,C1002$@DOM1,SYSTEM@C1002,C1002,C1002,Negotiate,Service,LogOn,Success
4,C1009$@DOM1,SYSTEM@C1009,C1009,C1009,Negotiate,Service,LogOn,Success
4,C1011$@DOM1,SYSTEM@C1011,C1011,C1011,Negotiate,Service,LogOn,Success
4,C1012$@DOM1,SYSTEM@C1012,C1012,C1012,Negotiate,Service,LogOn,Success
4,C1014$@DOM1,SYSTEM@C1014,C1014,C1014,Negotiate,Service,LogOn,Success
4,C1023$@DOM1,SYSTEM@C1023,C1023,C1023,Negotiate,Service,LogOn,Success
4,C1027$@DOM1,SYSTEM@C1027,C1027,C1027,Negotiate,Service,LogOn,Success
4,C1031$@DOM1,SYSTEM@C1031,C1031,C1031,Negotiate,Service,LogOn,Success
4,C1033$@DOM1,SYSTEM@C1033,C1033,C1033,Negotiate,Service,LogOn,Success
4,C1034$@DOM1,SYSTEM@C1034,C1034,C1034,Negotiate,Service,LogOn,Success
4,C1039$@DOM1,SYSTEM@C1039,C1039,C1039,Negotiate,Service,LogOn,Success
4,C1041$@DOM1,SYSTEM@C1041,C1041,C1041,Negotiate,Service,LogOn,Success
4,C1043$@DOM1,SYSTEM@C1043,C1043,C1043,Negotiate,Service,LogOn,Success
4,C1044$@DOM1,SYSTEM@C1044,C1044,C1044,Negotiate,Service,LogOn,Success
4,C1047$@DOM1,SYSTEM@C1047,C1047,C1047,Negotiate,Service,LogOn,Success
4,C1048$@DOM1,SYSTEM@C1048,C1048,C1048,Negotiate,Service,LogOn,Success
4,C1049$@DOM1,SYSTEM@C1049,C1049,C1049,Negotiate,Service,LogOn,Success
4,C1050$@DOM1,SYSTEM@C1050,C1050,C1050,Negotiate,Service,LogOn,Success
4,C1052$@DOM1,SYSTEM@C1052,C1052,C1052,Negotiate,Service,LogOn,Success
4,C1053$@DOM1,SYSTEM@C1053,C1053,C1053,Negotiate,Service,LogOn,Success
4,C106$@DOM1,SYSTEM@C106,C106,C106,Negotiate,Service,LogOn,Success
4,C1062$@DOM1,SYSTEM@C1062,C1062,C1062,Negotiate,Service,LogOn,Success
4,C1067$@DOM1,SYSTEM@C1067,C1067,C1067,Negotiate,Service,LogOn,Success
4,C1070$@DOM1,SYSTEM@C1070,C1070,C1070,Negotiate,Service,LogOn,Success
4,C1077$@DOM1,SYSTEM@C1077,C1077,C1077,Negotiate,Service,LogOn,Success
4,C1081$@DOM1,SYSTEM@C1081,C1081,C1081,Negotiate,Service,LogOn,Success
4,C1083$@DOM1,SYSTEM@C1083,C1083,C1083,Negotiate,Service,LogOn,Success
4,C1086$@DOM1,SYSTEM@C1086,C1086,C1086,Negotiate,Service,LogOn,Success
4,C1087$@DOM1,SYSTEM@C1087,C1087,C1087,Negotiate,Service,LogOn,Success
4,C1091$@DOM1,SYSTEM@C1091,C1091,C1091,Negotiate,Service,LogOn,Success
4,C1093$@DOM1,SYSTEM@C1093,C1093,C1093,Negotiate,Service,LogOn,Success
4,C1099$@DOM1,SYSTEM@C1099,C1099,C1099,Negotiate,Service,LogOn,Success
4,C1101$@DOM1,SYSTEM@C1101,C1101,C1101,Negotiate,Service,LogOn,Success
4,C1102$@DOM1,SYSTEM@C1102,C1102,C1102,Negotiate,Service,LogOn,Success
4,C1106$@DOM1,U45@C1106,C1106,C1106,Negotiate,Batch,LogOn,Success
4,C1107$@DOM1,SYSTEM@C1107,C1107,C1107,Negotiate,Service,LogOn,Success
4,C1110$@DOM1,SYSTEM@C1110,C1110,C1110,Negotiate,Service,LogOn,Success
4,C1114$@DOM1,C1114$@DOM1,C1115,C101,Kerberos,Network,LogOn,Success
4,C1117$@DOM1,SYSTEM@C1117,C1117,C1117,Negotiate,Service,LogOn,Success
4,C1119$@DOM1,SYSTEM@C1119,C1119,C1119,Negotiate,Service,LogOn,Success
4,C112$@DOM1,SYSTEM@C112,C112,C112,Negotiate,Service,LogOn,Success
4,C1122$@DOM1,SYSTEM@C1122,C1122,C1122,Negotiate,Service,LogOn,Success
4,C1123$@DOM1,SYSTEM@C1123,C1123,C1123,Negotiate,Service,LogOn,Success
4,C1125$@DOM1,SYSTEM@C1125,C1125,C1125,Negotiate,Service,LogOn,Success
4,C1126$@DOM1,SYSTEM@C1126,C1126,C1126,Negotiate,Service,LogOn,Success
4,C1133$@DOM1,SYSTEM@C1133,C1133,C1133,Negotiate,Service,LogOn,Success
4,C1142$@DOM1,SYSTEM@C1142,C1142,C1142,Negotiate,Service,LogOn,Success
4,C1149$@DOM1,U1325@DOM1,C1149,C1149,Negotiate,Batch,LogOn,Fail
4,C1150$@DOM1,SYSTEM@C1150,C1150,C1150,Negotiate,Service,LogOn,Success
4,C1156$@DOM1,SYSTEM@C1156,C1156,C1156,Negotiate,Service,LogOn,Success
4,C1159$@DOM1,SYSTEM@C1159,C1159,C1159,Negotiate,Service,LogOn,Success
4,C1160$@DOM1,SYSTEM@C1160,C1160,C1160,Negotiate,Service,LogOn,Success
4,C1169$@DOM1,SYSTEM@C1169,C1169,C1169,Negotiate,Service,LogOn,Success
4,C1174$@DOM1,SYSTEM@C1174,C1174,C1174,Negotiate,Service,LogOn,Success
4,C1175$@DOM1,SYSTEM@C1175,C1175,C1175,Negotiate,Service,LogOn,Success
4,C1189$@DOM1,SYSTEM@C1189,C1189,C1189,Negotiate,Service,LogOn,Success
4,C1192$@DOM1,SYSTEM@C1192,C1192,C1192,Negotiate,Service,LogOn,Success
4,C1193$@DOM1,SYSTEM@C1193,C1193,C1193,Negotiate,Service,LogOn,Success
4,C1195$@DOM1,SYSTEM@C1195,C1195,C1195,Negotiate,Service,LogOn,Success
4,C120$@DOM1,SYSTEM@C120,C120,C120,Negotiate,Service,LogOn,Success
4,C1206$@DOM1,SYSTEM@C1206,C1206,C1206,Negotiate,Service,LogOn,Success
4,C1213$@DOM1,SYSTEM@C1213,C1213,C1213,Negotiate,Service,LogOn,Success
4,C1214$@DOM1,SYSTEM@C1214,C1214,C1214,Negotiate,Service,LogOn,Success
4,C1216$@DOM1,SYSTEM@C1216,C1216,C1216,Negotiate,Service,LogOn,Success
4,C1219$@DOM1,SYSTEM@C1219,C1219,C1219,Negotiate,Service,LogOn,Success
4,C122$@DOM1,SYSTEM@C122,C122,C122,Negotiate,Service,LogOn,Success
4,C1222$@DOM1,SYSTEM@C1222,C1222,C1222,Negotiate,Service,LogOn,Success
4,C1224$@DOM1,SYSTEM@C1224,C1224,C1224,Negotiate,Service,LogOn,Success
4,C1228$@DOM1,SYSTEM@C1228,C1228,C1228,Negotiate,Service,LogOn,Success
4,C1229$@DOM1,SYSTEM@C1229,C1229,C1229,Negotiate,Service,LogOn,Success
4,C1232$@DOM1,SYSTEM@C1232,C1232,C1232,Negotiate,Service,LogOn,Success
4,C1235$@DOM1,SYSTEM@C1235,C1235,C1235,Negotiate,Service,LogOn,Success
4,C1238$@DOM1,SYSTEM@C1238,C1238,C1238,Negotiate,Service,LogOn,Success
4,C124$@DOM1,SYSTEM@C124,C124,C124,Negotiate,Service,LogOn,Success
4,C1240$@DOM1,SYSTEM@C1240,C1240,C1240,Negotiate,Service,LogOn,Success
4,C1243$@DOM1,SYSTEM@C1243,C1243,C1243,Negotiate,Service,LogOn,Success
4,C1245$@DOM1,SYSTEM@C1245,C1245,C1245,Negotiate,Service,LogOn,Success
4,C1246$@DOM1,SYSTEM@C1246,C1246,C1246,Negotiate,Service,LogOn,Success
4,C1250$@DOM1,SYSTEM@C1250,C1250,C1250,Negotiate,Service,LogOn,Success
4,C1256$@DOM1,SYSTEM@C1256,C1256,C1256,Negotiate,Service,LogOn,Success
4,C1257$@DOM1,SYSTEM@C1257,C1257,C1257,Negotiate,Service,LogOn,Success
4,C1258$@DOM1,SYSTEM@C1258,C1258,C1258,Negotiate,Service,LogOn,Success
4,C1259$@DOM1,SYSTEM@C1259,C1259,C1259,Negotiate,Service,LogOn,Success
4,C1260$@DOM1,SYSTEM@C1260,C1260,C1260,Negotiate,Service,LogOn,Success
4,C1264$@DOM1,SYSTEM@C1264,C1264,C1264,Negotiate,Service,LogOn,Success
4,C1270$@DOM1,SYSTEM@C1270,C1270,C1270,Negotiate,Service,LogOn,Success
4,C1273$@DOM1,SYSTEM@C1273,C1273,C1273,Negotiate,Service,LogOn,Success
4,C1277$@DOM1,SYSTEM@C1277,C1277,C1277,Negotiate,Service,LogOn,Success
4,C1279$@DOM1,SYSTEM@C1279,C1279,C1279,Negotiate,Service,LogOn,Success
4,C1283$@DOM1,SYSTEM@C1283,C1283,C1283,Negotiate,Service,LogOn,Success
4,C1286$@DOM1,SYSTEM@C1286,C1286,C1286,Negotiate,Service,LogOn,Success
4,C1287$@DOM1,SYSTEM@C1287,C1287,C1287,Negotiate,Service,LogOn,Success
4,C1291$@DOM1,SYSTEM@C1291,C1291,C1291,Negotiate,Service,LogOn,Success
4,C1292$@DOM1,SYSTEM@C1292,C1292,C1292,Negotiate,Service,LogOn,Success
4,C1293$@DOM1,SYSTEM@C1293,C1293,C1293,Negotiate,Service,LogOn,Success
4,C1295$@DOM1,SYSTEM@C1295,C1295,C1295,Negotiate,Service,LogOn,Success
4,C13$@DOM1,SYSTEM@C13,C13,C13,Negotiate,Service,LogOn,Success
4,C130$@DOM1,SYSTEM@C130,C130,C130,Negotiate,Service,LogOn,Success
4,C1303$@DOM1,SYSTEM@C1303,C1303,C1303,Negotiate,Service,LogOn,Success
4,C1312$@DOM1,SYSTEM@C1312,C1312,C1312,Negotiate,Service,LogOn,Success
4,C1316$@DOM1,SYSTEM@C1316,C1316,C1316,Negotiate,Service,LogOn,Success
4,C1318$@DOM1,SYSTEM@C1318,C1318,C1318,Negotiate,Service,LogOn,Success
